gene_tissue_id,gene_id,label,value,unit,sample,platform
474,5,"Urinary bladder"," 6.7",RPKM," 11",GTEx
475,5,Testis,14.3,RPKM,172,GTEx
476,5,Prostate," 8.2",RPKM,106,GTEx
477,5,"Fallopian tube"," 8.0",RPKM,"  6",GTEx
478,5,Breast," 7.6",RPKM,214,GTEx
479,5,Vagina," 7.2",RPKM," 96",GTEx
480,5,"Cervix, uterine"," 7.1",RPKM," 11",GTEx
481,5,Endometrium," 7.5",RPKM," 14",GTEx
482,5,Ovary," 6.4",RPKM," 97",GTEx
483,5,"Adipose tissue"," 7.2",RPKM,577,GTEx
484,5,Skin,11.4,RPKM,607,GTEx
485,5,Brain,15.4,"Tags Per Million","  1",FANTOM5
486,5,"Pituitary gland",27.1,"Tags Per Million","  1",FANTOM5
487,5,Hippocampus,17.2,"Tags Per Million","  2",FANTOM5
488,5,Caudate,22.9,"Tags Per Million","  1",FANTOM5
489,5,Cerebellum,17.8,"Tags Per Million","  2",FANTOM5
490,5,Retina,14.4,"Tags Per Million","  1",FANTOM5
491,5,"Thyroid gland",30.7,"Tags Per Million","  1",FANTOM5
492,5,Appendix,23.2,"Tags Per Million","  1",FANTOM5
493,5,"Lymph node"," 7.5","Tags Per Million","  1",FANTOM5
494,5,Tonsil,22.9,"Tags Per Million","  1",FANTOM5
495,5,Spleen,13.7,"Tags Per Million","  1",FANTOM5
496,5,Thymus,22.5,"Tags Per Million","  1",FANTOM5
497,5,"Heart muscle"," 9.6","Tags Per Million","  2",FANTOM5
498,5,"Skeletal muscle",11.8,"Tags Per Million","  2",FANTOM5
499,5,"Smooth muscle",11.1,"Tags Per Million","  1",FANTOM5
500,5,Lung,16.6,"Tags Per Million","  2",FANTOM5
501,5,Liver,19.7,"Tags Per Million","  1",FANTOM5
502,5,Gallbladder,23.4,"Tags Per Million","  1",FANTOM5
503,5,Pancreas,29.1,"Tags Per Million","  1",FANTOM5
504,5,"Salivary gland",25.7,"Tags Per Million","  1",FANTOM5
505,5,Esophagus,17.5,"Tags Per Million","  1",FANTOM5
506,5,"Small intestine",22.2,"Tags Per Million","  1",FANTOM5
507,5,Colon,19.8,"Tags Per Million","  1",FANTOM5
508,5,Kidney,19.1,"Tags Per Million","  1",FANTOM5
509,5,"Urinary bladder",13.0,"Tags Per Million","  1",FANTOM5
510,5,Testis,38.3,"Tags Per Million","  2",FANTOM5
511,5,Prostate,17.8,"Tags Per Million","  1",FANTOM5
512,5,Epididymis,24.2,"Tags Per Million","  1",FANTOM5
513,5,"Seminal vesicle",25.9,"Tags Per Million","  1",FANTOM5
514,5,Breast,13.8,"Tags Per Million","  1",FANTOM5
515,5,Vagina,23.9,"Tags Per Million","  1",FANTOM5
516,5,"Cervix, uterine",17.1,"Tags Per Million","  1",FANTOM5
517,5,Endometrium,17.2,"Tags Per Million","  1",FANTOM5
518,5,Ovary,16.5,"Tags Per Million","  1",FANTOM5
519,5,Placenta,18.0,"Tags Per Million","  1",FANTOM5
520,5,"Adipose tissue",11.9,"Tags Per Million","  1",FANTOM5
521,6,"Cerebral cortex"," 25.1",TPM,"  3",HPA
522,6,"Thyroid gland"," 14.1",TPM,"  5",HPA
523,6,"Parathyroid gland","  9.1",TPM,"  1",HPA
524,6,"Adrenal gland"," 13.6",TPM,"  3",HPA
525,6,Appendix," 14.5",TPM,"  3",HPA
526,6,"Bone marrow","  7.2",TPM,"  4",HPA
527,6,"Lymph node"," 15.2",TPM,"  5",HPA
528,6,Tonsil," 10.4",TPM,"  5",HPA
529,6,Spleen," 15.2",TPM,"  5",HPA
530,6,"Heart muscle","  6.4",TPM,"  4",HPA
531,6,"Skeletal muscle","  3.4",TPM,"  5",HPA
532,6,"Smooth muscle"," 18.4",TPM,"  3",HPA
533,6,Lung," 15.5",TPM,"  9",HPA
534,6,Liver,"  9.3",TPM," 10",HPA
535,6,Gallbladder," 18.2",TPM,"  3",HPA
536,6,Pancreas,"  1.8",TPM,"  2",HPA
537,6,"Salivary gland","  3.4",TPM,"  3",HPA
538,6,Esophagus," 12.5",TPM,"  3",HPA
539,6,Stomach,"  8.2",TPM,"  4",HPA
540,6,Duodenum," 11.6",TPM,"  2",HPA
541,6,"Small intestine"," 13.1",TPM,"  4",HPA
542,6,Colon,"  9.4",TPM," 13",HPA
543,6,Rectum," 12.0",TPM,"  4",HPA
544,6,Kidney,"  7.6",TPM,"  9",HPA
545,6,"Urinary bladder"," 14.8",TPM,"  2",HPA
546,6,Testis," 17.7",TPM," 10",HPA
547,6,Prostate," 17.2",TPM,"  9",HPA
548,6,Epididymis," 13.4",TPM,"  1",HPA
549,6,"Seminal vesicle"," 15.2",TPM,"  3",HPA
550,6,"Fallopian tube"," 15.8",TPM,"  5",HPA
551,6,Breast," 12.4",TPM,"  4",HPA
552,6,"Cervix, uterine"," 18.3",TPM,"  2",HPA
553,6,Endometrium," 17.8",TPM,"  5",HPA
554,6,Ovary," 14.7",TPM,"  3",HPA
555,6,Placenta," 19.4",TPM,"  8",HPA
556,6,"Adipose tissue"," 17.4",TPM,"  5",HPA
557,6,Skin,"  9.8",TPM,"  3",HPA
558,6,"Pituitary gland","  7.4",RPKM,103,GTEx
559,6,Hypothalamus,"  5.7",RPKM," 96",GTEx
560,6,"Cerebral cortex","  5.2",RPKM,222,GTEx
561,6,Hippocampus,"  5.0",RPKM," 94",GTEx
562,6,Caudate,"  4.6",RPKM,117,GTEx
563,6,Cerebellum,"  8.4",RPKM,230,GTEx
564,6,"Thyroid gland","  6.8",RPKM,323,GTEx
565,6,"Adrenal gland","  5.2",RPKM,145,GTEx
566,6,Spleen,"  7.4",RPKM,104,GTEx
567,6,"Heart muscle","  3.0",RPKM,412,GTEx
568,6,"Skeletal muscle","  3.1",RPKM,430,GTEx
569,6,Lung,"  6.2",RPKM,320,GTEx
570,6,Liver,"  3.7",RPKM,119,GTEx
571,6,Pancreas,"  4.0",RPKM,171,GTEx
572,6,"Salivary gland","  5.4",RPKM," 57",GTEx
573,6,Esophagus,"  4.3",RPKM,286,GTEx
574,6,Stomach,"  5.0",RPKM,193,GTEx
575,6,"Small intestine","  6.4",RPKM," 88",GTEx
576,6,Colon,"  5.9",RPKM,345,GTEx
577,6,Kidney,"  3.7",RPKM," 32",GTEx
578,6,"Urinary bladder","  6.3",RPKM," 11",GTEx
579,6,Testis,"  5.6",RPKM,172,GTEx
580,6,Prostate,"  6.7",RPKM,106,GTEx
581,6,"Fallopian tube","  6.7",RPKM,"  6",GTEx
582,6,Breast,"  6.8",RPKM,214,GTEx
583,6,Vagina,"  6.6",RPKM," 96",GTEx
584,6,"Cervix, uterine","  7.1",RPKM," 11",GTEx
585,6,Endometrium,"  6.5",RPKM," 14",GTEx
586,6,Ovary,"  7.6",RPKM," 97",GTEx
587,6,"Adipose tissue","  7.2",RPKM,577,GTEx
588,6,Skin,"  4.6",RPKM,607,GTEx
589,6,Brain," 60.5","Tags Per Million","  1",FANTOM5
590,6,"Pituitary gland",167.2,"Tags Per Million","  1",FANTOM5
591,6,Hippocampus," 66.7","Tags Per Million","  2",FANTOM5
592,6,Caudate," 87.5","Tags Per Million","  1",FANTOM5
593,6,Cerebellum," 84.4","Tags Per Million","  2",FANTOM5
594,6,Retina," 42.1","Tags Per Million","  1",FANTOM5
595,6,"Thyroid gland"," 44.6","Tags Per Million","  1",FANTOM5
596,6,Appendix," 50.8","Tags Per Million","  1",FANTOM5
597,6,"Lymph node"," 37.3","Tags Per Million","  1",FANTOM5
598,6,Tonsil," 48.7","Tags Per Million","  1",FANTOM5
599,6,Spleen," 42.2","Tags Per Million","  1",FANTOM5
600,6,Thymus," 48.8","Tags Per Million","  1",FANTOM5
601,6,"Heart muscle"," 21.3","Tags Per Million","  2",FANTOM5
602,6,"Skeletal muscle"," 33.8","Tags Per Million","  2",FANTOM5
603,6,"Smooth muscle"," 51.4","Tags Per Million","  1",FANTOM5
604,6,Lung," 36.3","Tags Per Million","  2",FANTOM5
605,6,Liver," 46.1","Tags Per Million","  1",FANTOM5
606,6,Gallbladder," 40.3","Tags Per Million","  1",FANTOM5
607,6,Pancreas," 36.6","Tags Per Million","  1",FANTOM5
608,6,"Salivary gland"," 26.3","Tags Per Million","  1",FANTOM5
609,6,Esophagus," 42.1","Tags Per Million","  1",FANTOM5
610,6,"Small intestine"," 54.3","Tags Per Million","  1",FANTOM5
611,6,Colon," 44.8","Tags Per Million","  1",FANTOM5
612,6,Kidney," 34.2","Tags Per Million","  1",FANTOM5
613,6,"Urinary bladder"," 54.2","Tags Per Million","  1",FANTOM5
614,6,Testis," 61.8","Tags Per Million","  2",FANTOM5
615,6,Prostate," 46.1","Tags Per Million","  1",FANTOM5
616,6,Epididymis," 45.2","Tags Per Million","  1",FANTOM5
617,6,"Seminal vesicle"," 99.9","Tags Per Million","  1",FANTOM5
618,6,Breast," 38.5","Tags Per Million","  1",FANTOM5
619,6,Vagina," 38.7","Tags Per Million","  1",FANTOM5
620,6,"Cervix, uterine"," 53.1","Tags Per Million","  1",FANTOM5
621,6,Endometrium," 46.9","Tags Per Million","  1",FANTOM5
622,6,Ovary," 35.7","Tags Per Million","  1",FANTOM5
623,6,Placenta," 61.3","Tags Per Million","  1",FANTOM5
624,6,"Adipose tissue"," 49.1","Tags Per Million","  1",FANTOM5
625,7,"Cerebral cortex"," 68.7",TPM,"  3",HPA
626,7,"Thyroid gland"," 61.9",TPM,"  5",HPA
627,7,"Parathyroid gland"," 74.6",TPM,"  1",HPA
628,7,"Adrenal gland"," 40.5",TPM,"  3",HPA
629,7,Appendix," 35.2",TPM,"  3",HPA
630,7,"Bone marrow"," 37.9",TPM,"  4",HPA
631,7,"Lymph node"," 35.5",TPM,"  5",HPA
632,7,Tonsil," 30.7",TPM,"  5",HPA
633,7,Spleen," 38.3",TPM,"  5",HPA
634,7,"Heart muscle"," 24.4",TPM,"  4",HPA
635,7,"Skeletal muscle","  8.8",TPM,"  5",HPA
636,7,"Smooth muscle"," 36.5",TPM,"  3",HPA
637,7,Lung," 34.6",TPM,"  9",HPA
638,7,Liver," 13.2",TPM," 10",HPA
639,7,Gallbladder," 46.1",TPM,"  3",HPA
640,7,Pancreas,"  8.4",TPM,"  2",HPA
641,7,"Salivary gland"," 15.5",TPM,"  3",HPA
642,7,Esophagus," 32.9",TPM,"  3",HPA
643,7,Stomach," 32.3",TPM,"  4",HPA
644,7,Duodenum," 29.7",TPM,"  2",HPA
645,7,"Small intestine"," 29.1",TPM,"  4",HPA
646,7,Colon," 26.2",TPM," 13",HPA
647,7,Rectum," 26.4",TPM,"  4",HPA
648,7,Kidney," 30.4",TPM,"  9",HPA
649,7,"Urinary bladder"," 30.6",TPM,"  2",HPA
650,7,Testis,111.6,TPM," 10",HPA
651,7,Prostate," 40.7",TPM,"  9",HPA
652,7,Epididymis," 39.3",TPM,"  1",HPA
653,7,"Seminal vesicle"," 36.1",TPM,"  3",HPA
654,7,"Fallopian tube"," 52.8",TPM,"  5",HPA
655,7,Breast," 31.3",TPM,"  4",HPA
656,7,"Cervix, uterine"," 38.0",TPM,"  2",HPA
657,7,Endometrium," 42.8",TPM,"  5",HPA
658,7,Ovary," 36.9",TPM,"  3",HPA
659,7,Placenta," 31.5",TPM,"  8",HPA
660,7,"Adipose tissue"," 33.2",TPM,"  5",HPA
661,7,Skin," 33.4",TPM,"  3",HPA
662,7,"Pituitary gland"," 33.6",RPKM,103,GTEx
663,7,Hypothalamus," 16.0",RPKM," 96",GTEx
664,7,"Cerebral cortex"," 21.7",RPKM,222,GTEx
665,7,Hippocampus," 15.9",RPKM," 94",GTEx
666,7,Caudate," 16.6",RPKM,117,GTEx
667,7,Cerebellum," 20.1",RPKM,230,GTEx
668,7,"Thyroid gland"," 16.8",RPKM,323,GTEx
669,7,"Adrenal gland"," 16.2",RPKM,145,GTEx
670,7,Spleen," 15.9",RPKM,104,GTEx
671,7,"Heart muscle","  8.6",RPKM,412,GTEx
672,7,"Skeletal muscle","  6.6",RPKM,430,GTEx
673,7,Lung," 11.3",RPKM,320,GTEx
674,7,Liver,"  8.4",RPKM,119,GTEx
675,7,Pancreas," 11.5",RPKM,171,GTEx
676,7,"Salivary gland"," 13.1",RPKM," 57",GTEx
677,7,Esophagus," 10.3",RPKM,286,GTEx
678,7,Stomach," 13.6",RPKM,193,GTEx
679,7,"Small intestine"," 12.2",RPKM," 88",GTEx
680,7,Colon," 10.6",RPKM,345,GTEx
681,7,Kidney," 11.4",RPKM," 32",GTEx
682,7,"Urinary bladder"," 12.4",RPKM," 11",GTEx
683,7,Testis," 35.8",RPKM,172,GTEx
684,7,Prostate," 15.7",RPKM,106,GTEx
685,7,"Fallopian tube"," 14.0",RPKM,"  6",GTEx
686,7,Breast," 13.7",RPKM,214,GTEx
687,7,Vagina," 12.2",RPKM," 96",GTEx
688,7,"Cervix, uterine"," 13.1",RPKM," 11",GTEx
689,7,Endometrium," 13.5",RPKM," 14",GTEx
690,7,Ovary," 13.4",RPKM," 97",GTEx
691,7,"Adipose tissue"," 13.0",RPKM,577,GTEx
692,7,Skin," 14.9",RPKM,607,GTEx
693,7,Brain," 70.1","Tags Per Million","  1",FANTOM5
694,7,"Pituitary gland",134.9,"Tags Per Million","  1",FANTOM5
695,7,Hippocampus," 60.8","Tags Per Million","  2",FANTOM5
696,7,Caudate," 59.9","Tags Per Million","  1",FANTOM5
697,7,Cerebellum," 59.6","Tags Per Million","  2",FANTOM5
698,7,Retina," 79.1","Tags Per Million","  1",FANTOM5
699,7,"Thyroid gland"," 48.1","Tags Per Million","  1",FANTOM5
700,7,Appendix," 23.2","Tags Per Million","  1",FANTOM5
701,7,"Lymph node"," 17.5","Tags Per Million","  1",FANTOM5
702,7,Tonsil," 43.3","Tags Per Million","  1",FANTOM5
703,7,Spleen," 26.6","Tags Per Million","  1",FANTOM5
704,7,Thymus," 46.4","Tags Per Million","  1",FANTOM5
705,7,"Heart muscle"," 18.6","Tags Per Million","  2",FANTOM5
706,7,"Skeletal muscle"," 15.2","Tags Per Million","  2",FANTOM5
707,7,"Smooth muscle"," 23.7","Tags Per Million","  1",FANTOM5
708,7,Lung," 18.9","Tags Per Million","  2",FANTOM5
709,7,Liver," 43.2","Tags Per Million","  1",FANTOM5
710,7,Gallbladder," 25.1","Tags Per Million","  1",FANTOM5
711,7,Pancreas," 50.7","Tags Per Million","  1",FANTOM5
712,7,"Salivary gland"," 32.6","Tags Per Million","  1",FANTOM5
713,7,Esophagus," 24.1","Tags Per Million","  1",FANTOM5
714,7,"Small intestine"," 45.6","Tags Per Million","  1",FANTOM5
715,7,Colon," 31.6","Tags Per Million","  1",FANTOM5
716,7,Kidney," 26.5","Tags Per Million","  1",FANTOM5
717,7,"Urinary bladder"," 22.8","Tags Per Million","  1",FANTOM5
718,7,Testis,110.9,"Tags Per Million","  2",FANTOM5
719,7,Prostate," 24.9","Tags Per Million","  1",FANTOM5
720,7,Epididymis," 35.3","Tags Per Million","  1",FANTOM5
721,7,"Seminal vesicle"," 22.7","Tags Per Million","  1",FANTOM5
722,7,Breast," 15.1","Tags Per Million","  1",FANTOM5
723,7,Vagina," 14.2","Tags Per Million","  1",FANTOM5
724,7,"Cervix, uterine"," 30.9","Tags Per Million","  1",FANTOM5
725,7,Endometrium," 22.1","Tags Per Million","  1",FANTOM5
726,7,Ovary," 25.1","Tags Per Million","  1",FANTOM5
727,7,Placenta," 36.6","Tags Per Million","  1",FANTOM5
728,7,"Adipose tissue"," 32.5","Tags Per Million","  1",FANTOM5
729,8,"Cerebral cortex"," 9.6",TPM,"  3",HPA
730,8,"Thyroid gland",10.4,TPM,"  5",HPA
731,8,"Parathyroid gland",10.0,TPM,"  1",HPA
732,8,"Adrenal gland"," 8.6",TPM,"  3",HPA
733,8,Appendix," 6.0",TPM,"  3",HPA
734,8,"Bone marrow",17.1,TPM,"  4",HPA
735,8,"Lymph node"," 4.9",TPM,"  5",HPA
736,8,Tonsil," 4.8",TPM,"  5",HPA
737,8,Spleen," 7.5",TPM,"  5",HPA
738,8,"Heart muscle"," 5.1",TPM,"  4",HPA
739,8,"Skeletal muscle"," 5.4",TPM,"  5",HPA
740,8,"Smooth muscle"," 8.9",TPM,"  3",HPA
741,8,Lung," 7.7",TPM,"  9",HPA
742,8,Liver," 2.4",TPM," 10",HPA
743,8,Gallbladder," 8.8",TPM,"  3",HPA
744,8,Pancreas," 1.0",TPM,"  2",HPA
745,8,"Salivary gland"," 2.5",TPM,"  3",HPA
746,8,Esophagus," 7.7",TPM,"  3",HPA
747,8,Stomach," 4.4",TPM,"  4",HPA
748,8,Duodenum," 5.2",TPM,"  2",HPA
749,8,"Small intestine"," 4.1",TPM,"  4",HPA
750,8,Colon," 3.9",TPM," 13",HPA
751,8,Rectum," 3.9",TPM,"  4",HPA
752,8,Kidney," 6.6",TPM,"  9",HPA
753,8,"Urinary bladder"," 6.8",TPM,"  2",HPA
754,8,Testis,14.5,TPM," 10",HPA
755,8,Prostate," 8.9",TPM,"  9",HPA
756,8,Epididymis," 2.1",TPM,"  1",HPA
757,8,"Seminal vesicle"," 8.9",TPM,"  3",HPA
758,8,"Fallopian tube"," 9.0",TPM,"  5",HPA
759,8,Breast," 7.5",TPM,"  4",HPA
760,8,"Cervix, uterine",11.0,TPM,"  2",HPA
761,8,Endometrium,12.3,TPM,"  5",HPA
762,8,Ovary," 9.6",TPM,"  3",HPA
763,8,Placenta," 8.7",TPM,"  8",HPA
764,8,"Adipose tissue"," 6.3",TPM,"  5",HPA
765,8,Skin," 7.3",TPM,"  3",HPA
766,8,"Pituitary gland"," 5.3",RPKM,103,GTEx
767,8,Hypothalamus," 3.7",RPKM," 96",GTEx
768,8,"Cerebral cortex"," 4.3",RPKM,222,GTEx
769,8,Hippocampus," 4.3",RPKM," 94",GTEx
770,8,Caudate," 4.5",RPKM,117,GTEx
771,8,Cerebellum," 7.0",RPKM,230,GTEx
772,8,"Thyroid gland"," 9.1",RPKM,323,GTEx
773,8,"Adrenal gland"," 5.4",RPKM,145,GTEx
774,8,Spleen," 8.0",RPKM,104,GTEx
775,8,"Heart muscle"," 4.1",RPKM,412,GTEx
776,8,"Skeletal muscle"," 5.5",RPKM,430,GTEx
777,8,Lung," 5.5",RPKM,320,GTEx
778,8,Liver," 2.4",RPKM,119,GTEx
779,8,Pancreas," 3.6",RPKM,171,GTEx
780,8,"Salivary gland"," 6.7",RPKM," 57",GTEx
781,8,Esophagus," 5.3",RPKM,286,GTEx
782,8,Stomach," 5.4",RPKM,193,GTEx
783,8,"Small intestine"," 7.1",RPKM," 88",GTEx
784,8,Colon," 6.8",RPKM,345,GTEx
785,8,Kidney," 4.3",RPKM," 32",GTEx
786,8,"Urinary bladder"," 8.3",RPKM," 11",GTEx
787,8,Testis," 9.0",RPKM,172,GTEx
788,8,Prostate," 7.6",RPKM,106,GTEx
789,8,"Fallopian tube"," 7.4",RPKM,"  6",GTEx
790,8,Breast," 7.8",RPKM,214,GTEx
791,8,Vagina," 7.1",RPKM," 96",GTEx
792,8,"Cervix, uterine"," 8.7",RPKM," 11",GTEx
793,8,Endometrium," 8.7",RPKM," 14",GTEx
794,8,Ovary," 8.9",RPKM," 97",GTEx
795,8,"Adipose tissue"," 6.7",RPKM,577,GTEx
796,8,Skin," 9.2",RPKM,607,GTEx
797,8,Brain,23.8,"Tags Per Million","  1",FANTOM5
798,8,"Pituitary gland",43.7,"Tags Per Million","  1",FANTOM5
799,8,Hippocampus,24.7,"Tags Per Million","  2",FANTOM5
800,8,Caudate,19.2,"Tags Per Million","  1",FANTOM5
801,8,Cerebellum,34.2,"Tags Per Million","  2",FANTOM5
802,8,Retina,42.1,"Tags Per Million","  1",FANTOM5
803,8,"Thyroid gland",31.6,"Tags Per Million","  1",FANTOM5
804,8,Appendix,32.2,"Tags Per Million","  1",FANTOM5
805,8,"Lymph node",18.4,"Tags Per Million","  1",FANTOM5
806,8,Tonsil,31.3,"Tags Per Million","  1",FANTOM5
807,8,Spleen,18.0,"Tags Per Million","  1",FANTOM5
808,8,Thymus,18.2,"Tags Per Million","  1",FANTOM5
809,8,"Heart muscle",28.9,"Tags Per Million","  2",FANTOM5
810,8,"Skeletal muscle",53.5,"Tags Per Million","  2",FANTOM5
811,8,"Smooth muscle",37.2,"Tags Per Million","  1",FANTOM5
812,8,Lung,21.0,"Tags Per Million","  2",FANTOM5
813,8,Liver," 9.3","Tags Per Million","  1",FANTOM5
814,8,Gallbladder,21.7,"Tags Per Million","  1",FANTOM5
815,8,Pancreas,15.0,"Tags Per Million","  1",FANTOM5
816,8,"Salivary gland",31.4,"Tags Per Million","  1",FANTOM5
817,8,Esophagus,25.4,"Tags Per Million","  1",FANTOM5
818,8,"Small intestine",24.8,"Tags Per Million","  1",FANTOM5
819,8,Colon,35.7,"Tags Per Million","  1",FANTOM5
820,8,Kidney,18.5,"Tags Per Million","  1",FANTOM5
821,8,"Urinary bladder",33.6,"Tags Per Million","  1",FANTOM5
822,8,Testis,44.4,"Tags Per Million","  2",FANTOM5
823,8,Prostate,28.2,"Tags Per Million","  1",FANTOM5
824,8,Epididymis,28.8,"Tags Per Million","  1",FANTOM5
825,8,"Seminal vesicle",35.4,"Tags Per Million","  1",FANTOM5
826,8,Breast,18.9,"Tags Per Million","  1",FANTOM5
827,8,Vagina,32.9,"Tags Per Million","  1",FANTOM5
828,8,"Cervix, uterine",39.4,"Tags Per Million","  1",FANTOM5
829,8,Endometrium,61.0,"Tags Per Million","  1",FANTOM5
830,8,Ovary,26.8,"Tags Per Million","  1",FANTOM5
831,8,Placenta,27.0,"Tags Per Million","  1",FANTOM5
832,8,"Adipose tissue",23.5,"Tags Per Million","  1",FANTOM5
833,9,"Cerebral cortex"," 8.0",TPM,"  3",HPA
834,9,"Thyroid gland"," 6.8",TPM,"  5",HPA
835,9,"Parathyroid gland"," 6.8",TPM,"  1",HPA
836,9,"Adrenal gland"," 3.5",TPM,"  3",HPA
837,9,Appendix," 4.9",TPM,"  3",HPA
838,9,"Bone marrow"," 8.3",TPM,"  4",HPA
839,9,"Lymph node"," 5.6",TPM,"  5",HPA
840,9,Tonsil," 4.4",TPM,"  5",HPA
841,9,Spleen," 4.3",TPM,"  5",HPA
842,9,"Heart muscle"," 2.9",TPM,"  4",HPA
843,9,"Skeletal muscle"," 2.3",TPM,"  5",HPA
844,9,"Smooth muscle"," 5.7",TPM,"  3",HPA
845,9,Lung," 4.3",TPM,"  9",HPA
846,9,Liver," 2.2",TPM," 10",HPA
847,9,Gallbladder," 4.9",TPM,"  3",HPA
848,9,Pancreas," 0.7",TPM,"  2",HPA
849,9,"Salivary gland"," 1.3",TPM,"  3",HPA
850,9,Esophagus," 3.9",TPM,"  3",HPA
851,9,Stomach," 4.8",TPM,"  4",HPA
852,9,Duodenum," 4.5",TPM,"  2",HPA
853,9,"Small intestine"," 4.6",TPM,"  4",HPA
854,9,Colon," 4.7",TPM," 13",HPA
855,9,Rectum," 5.7",TPM,"  4",HPA
856,9,Kidney," 3.9",TPM,"  9",HPA
857,9,"Urinary bladder"," 4.7",TPM,"  2",HPA
858,9,Testis,12.8,TPM," 10",HPA
859,9,Prostate," 7.9",TPM,"  9",HPA
860,9,Epididymis," 6.7",TPM,"  1",HPA
861,9,"Seminal vesicle"," 5.3",TPM,"  3",HPA
862,9,"Fallopian tube"," 4.9",TPM,"  5",HPA
863,9,Breast," 5.6",TPM,"  4",HPA
864,9,"Cervix, uterine"," 5.2",TPM,"  2",HPA
865,9,Endometrium," 5.1",TPM,"  5",HPA
866,9,Ovary," 3.2",TPM,"  3",HPA
867,9,Placenta," 4.6",TPM,"  8",HPA
868,9,"Adipose tissue"," 3.2",TPM,"  5",HPA
869,9,Skin," 6.2",TPM,"  3",HPA
870,9,"Pituitary gland"," 6.6",RPKM,103,GTEx
871,9,Hypothalamus," 5.5",RPKM," 96",GTEx
872,9,"Cerebral cortex"," 9.3",RPKM,222,GTEx
873,9,Hippocampus," 4.7",RPKM," 94",GTEx
874,9,Caudate," 5.9",RPKM,117,GTEx
875,9,Cerebellum,20.0,RPKM,230,GTEx
876,9,"Thyroid gland",14.1,RPKM,323,GTEx
877,9,"Adrenal gland"," 6.3",RPKM,145,GTEx
878,9,Spleen,11.6,RPKM,104,GTEx
879,9,"Heart muscle"," 4.4",RPKM,412,GTEx
880,9,"Skeletal muscle"," 7.1",RPKM,430,GTEx
881,9,Lung," 8.3",RPKM,320,GTEx
882,9,Liver," 5.8",RPKM,119,GTEx
883,9,Pancreas," 4.4",RPKM,171,GTEx
884,9,"Salivary gland"," 9.9",RPKM," 57",GTEx
885,9,Esophagus," 8.0",RPKM,286,GTEx
886,9,Stomach," 8.7",RPKM,193,GTEx
887,9,"Small intestine",11.3,RPKM," 88",GTEx
888,9,Colon,10.6,RPKM,345,GTEx
889,9,Kidney," 6.9",RPKM," 32",GTEx
890,9,"Urinary bladder",11.7,RPKM," 11",GTEx
891,9,Testis,13.6,RPKM,172,GTEx
892,9,Prostate,12.5,RPKM,106,GTEx
893,9,"Fallopian tube"," 8.8",RPKM,"  6",GTEx
894,9,Breast," 9.8",RPKM,214,GTEx
895,9,Vagina," 8.1",RPKM," 96",GTEx
896,9,"Cervix, uterine"," 8.4",RPKM," 11",GTEx
897,9,Endometrium,11.0,RPKM," 14",GTEx
898,9,Ovary," 9.6",RPKM," 97",GTEx
899,9,"Adipose tissue"," 7.5",RPKM,577,GTEx
900,9,Skin,12.6,RPKM,607,GTEx
901,9,Brain,23.6,"Tags Per Million","  1",FANTOM5
902,9,"Pituitary gland",28.6,"Tags Per Million","  1",FANTOM5
903,9,Hippocampus,27.6,"Tags Per Million","  2",FANTOM5
904,9,Caudate,32.7,"Tags Per Million","  1",FANTOM5
905,9,Cerebellum,46.8,"Tags Per Million","  2",FANTOM5
906,9,Retina,23.8,"Tags Per Million","  1",FANTOM5
907,9,"Thyroid gland",26.7,"Tags Per Million","  1",FANTOM5
908,9,Appendix,41.9,"Tags Per Million","  1",FANTOM5
909,9,"Lymph node",24.1,"Tags Per Million","  1",FANTOM5
910,9,Tonsil,33.5,"Tags Per Million","  1",FANTOM5
911,9,Spleen,15.0,"Tags Per Million","  1",FANTOM5
912,9,Thymus,29.9,"Tags Per Million","  1",FANTOM5
913,9,"Heart muscle",13.0,"Tags Per Million","  2",FANTOM5
914,9,"Skeletal muscle",20.4,"Tags Per Million","  2",FANTOM5
915,9,"Smooth muscle",18.0,"Tags Per Million","  1",FANTOM5
916,9,Lung,22.9,"Tags Per Million","  2",FANTOM5
917,9,Liver,17.5,"Tags Per Million","  1",FANTOM5
918,9,Gallbladder,21.2,"Tags Per Million","  1",FANTOM5
919,9,Pancreas,30.1,"Tags Per Million","  1",FANTOM5
920,9,"Salivary gland",25.1,"Tags Per Million","  1",FANTOM5
921,9,Esophagus,15.1,"Tags Per Million","  1",FANTOM5
922,9,"Small intestine",29.2,"Tags Per Million","  1",FANTOM5
923,9,Colon,25.1,"Tags Per Million","  1",FANTOM5
924,9,Kidney,19.0,"Tags Per Million","  1",FANTOM5
925,9,"Urinary bladder",19.3,"Tags Per Million","  1",FANTOM5
926,9,Testis,31.8,"Tags Per Million","  2",FANTOM5
927,9,Prostate,21.4,"Tags Per Million","  1",FANTOM5
928,9,Epididymis,29.7,"Tags Per Million","  1",FANTOM5
929,9,"Seminal vesicle",48.6,"Tags Per Million","  1",FANTOM5
930,9,Breast,15.1,"Tags Per Million","  1",FANTOM5
931,9,Vagina,24.5,"Tags Per Million","  1",FANTOM5
932,9,"Cervix, uterine",18.7,"Tags Per Million","  1",FANTOM5
933,9,Endometrium,31.2,"Tags Per Million","  1",FANTOM5
934,9,Ovary,13.8,"Tags Per Million","  1",FANTOM5
935,9,Placenta,16.9,"Tags Per Million","  1",FANTOM5
