gene_tissue_id,gene_id,label,value,unit,sample,platform
1,1,"Cerebral cortex",57.1,TPM,"  3",HPA
2,1,"Thyroid gland",46.4,TPM,"  5",HPA
3,1,"Parathyroid gland",49.2,TPM,"  1",HPA
4,1,"Adrenal gland",33.4,TPM,"  3",HPA
5,1,Appendix,17.4,TPM,"  3",HPA
6,1,"Bone marrow"," 9.6",TPM,"  4",HPA
7,1,"Lymph node",16.5,TPM,"  5",HPA
8,1,Tonsil,12.3,TPM,"  5",HPA
9,1,Spleen,20.9,TPM,"  5",HPA
10,1,"Heart muscle",26.4,TPM,"  4",HPA
11,1,"Skeletal muscle",10.5,TPM,"  5",HPA
12,1,"Smooth muscle",12.8,TPM,"  3",HPA
13,1,Lung,21.9,TPM,"  9",HPA
14,1,Liver,39.8,TPM," 10",HPA
15,1,Gallbladder,23.8,TPM,"  3",HPA
16,1,Pancreas," 2.1",TPM,"  2",HPA
17,1,"Salivary gland"," 4.3",TPM,"  3",HPA
18,1,Esophagus,13.1,TPM,"  3",HPA
19,1,Stomach,20.1,TPM,"  4",HPA
20,1,Duodenum,40.0,TPM,"  2",HPA
21,1,"Small intestine",42.9,TPM,"  4",HPA
22,1,Colon,20.2,TPM," 13",HPA
23,1,Rectum,23.0,TPM,"  4",HPA
24,1,Kidney,40.6,TPM,"  9",HPA
25,1,"Urinary bladder",19.7,TPM,"  2",HPA
26,1,Testis,35.7,TPM," 10",HPA
27,1,Prostate,24.4,TPM,"  9",HPA
28,1,Epididymis,11.5,TPM,"  1",HPA
29,1,"Seminal vesicle",16.1,TPM,"  3",HPA
30,1,"Fallopian tube",19.7,TPM,"  5",HPA
31,1,Breast,15.3,TPM,"  4",HPA
32,1,"Cervix, uterine",20.1,TPM,"  2",HPA
33,1,Endometrium,15.5,TPM,"  5",HPA
34,1,Ovary,12.4,TPM,"  3",HPA
35,1,Placenta,19.2,TPM,"  8",HPA
36,1,"Adipose tissue",16.6,TPM,"  5",HPA
37,1,Skin,18.8,TPM,"  3",HPA
38,1,"Pituitary gland"," 4.9",RPKM,103,GTEx
39,1,Hypothalamus,14.8,RPKM," 96",GTEx
40,1,"Cerebral cortex",12.8,RPKM,222,GTEx
41,1,Hippocampus,13.8,RPKM," 94",GTEx
42,1,Caudate,12.9,RPKM,117,GTEx
43,1,Cerebellum," 9.0",RPKM,230,GTEx
44,1,"Thyroid gland"," 8.4",RPKM,323,GTEx
45,1,"Adrenal gland",12.4,RPKM,145,GTEx
46,1,Spleen," 5.9",RPKM,104,GTEx
47,1,"Heart muscle"," 7.8",RPKM,412,GTEx
48,1,"Skeletal muscle"," 6.9",RPKM,430,GTEx
49,1,Lung," 5.7",RPKM,320,GTEx
50,1,Liver," 9.5",RPKM,119,GTEx
51,1,Pancreas," 3.1",RPKM,171,GTEx
52,1,"Salivary gland"," 5.4",RPKM," 57",GTEx
53,1,Esophagus," 4.9",RPKM,286,GTEx
54,1,Stomach," 5.4",RPKM,193,GTEx
55,1,"Small intestine"," 9.6",RPKM," 88",GTEx
56,1,Colon," 5.6",RPKM,345,GTEx
57,1,Kidney," 8.0",RPKM," 32",GTEx
58,1,"Urinary bladder"," 7.5",RPKM," 11",GTEx
59,1,Testis,10.3,RPKM,172,GTEx
60,1,Prostate," 5.4",RPKM,106,GTEx
61,1,"Fallopian tube"," 3.8",RPKM,"  6",GTEx
62,1,Breast," 6.4",RPKM,214,GTEx
63,1,Vagina," 5.0",RPKM," 96",GTEx
64,1,"Cervix, uterine"," 5.2",RPKM," 11",GTEx
65,1,Endometrium," 4.0",RPKM," 14",GTEx
66,1,Ovary," 3.9",RPKM," 97",GTEx
67,1,"Adipose tissue"," 6.7",RPKM,577,GTEx
68,1,Skin," 7.6",RPKM,607,GTEx
69,1,Brain,35.6,"Tags Per Million","  1",FANTOM5
70,1,"Pituitary gland",29.1,"Tags Per Million","  1",FANTOM5
71,1,Hippocampus,40.5,"Tags Per Million","  2",FANTOM5
72,1,Caudate,41.6,"Tags Per Million","  1",FANTOM5
73,1,Cerebellum,45.1,"Tags Per Million","  2",FANTOM5
74,1,Retina,38.0,"Tags Per Million","  1",FANTOM5
75,1,"Thyroid gland",27.8,"Tags Per Million","  1",FANTOM5
76,1,Appendix,21.7,"Tags Per Million","  1",FANTOM5
77,1,"Lymph node",10.4,"Tags Per Million","  1",FANTOM5
78,1,Tonsil,16.3,"Tags Per Million","  1",FANTOM5
79,1,Spleen,18.0,"Tags Per Million","  1",FANTOM5
80,1,Thymus,14.8,"Tags Per Million","  1",FANTOM5
81,1,"Heart muscle",25.2,"Tags Per Million","  2",FANTOM5
82,1,"Skeletal muscle",15.2,"Tags Per Million","  2",FANTOM5
83,1,"Smooth muscle",11.1,"Tags Per Million","  1",FANTOM5
84,1,Lung,16.4,"Tags Per Million","  2",FANTOM5
85,1,Liver,54.7,"Tags Per Million","  1",FANTOM5
86,1,Gallbladder,18.5,"Tags Per Million","  1",FANTOM5
87,1,Pancreas,14.1,"Tags Per Million","  1",FANTOM5
88,1,"Salivary gland",14.2,"Tags Per Million","  1",FANTOM5
89,1,Esophagus," 8.8","Tags Per Million","  1",FANTOM5
90,1,"Small intestine",69.6,"Tags Per Million","  1",FANTOM5
91,1,Colon,40.1,"Tags Per Million","  1",FANTOM5
92,1,Kidney,40.3,"Tags Per Million","  1",FANTOM5
93,1,"Urinary bladder",12.0,"Tags Per Million","  1",FANTOM5
94,1,Testis,25.0,"Tags Per Million","  2",FANTOM5
95,1,Prostate,12.4,"Tags Per Million","  1",FANTOM5
96,1,Epididymis,15.4,"Tags Per Million","  1",FANTOM5
97,1,"Seminal vesicle",25.3,"Tags Per Million","  1",FANTOM5
98,1,Breast,13.2,"Tags Per Million","  1",FANTOM5
99,1,Vagina," 8.4","Tags Per Million","  1",FANTOM5
100,1,"Cervix, uterine",13.7,"Tags Per Million","  1",FANTOM5
101,1,Endometrium,11.0,"Tags Per Million","  1",FANTOM5
102,1,Ovary," 8.4","Tags Per Million","  1",FANTOM5
103,1,Placenta,14.1,"Tags Per Million","  1",FANTOM5
104,1,"Adipose tissue",19.8,"Tags Per Million","  1",FANTOM5
105,2,"Cerebral cortex",23.4,TPM,"  3",HPA
106,2,"Thyroid gland",21.5,TPM,"  5",HPA
107,2,"Parathyroid gland",33.5,TPM,"  1",HPA
108,2,"Adrenal gland",27.0,TPM,"  3",HPA
109,2,Appendix,19.1,TPM,"  3",HPA
110,2,"Bone marrow"," 8.7",TPM,"  4",HPA
111,2,"Lymph node"," 9.8",TPM,"  5",HPA
112,2,Tonsil," 8.9",TPM,"  5",HPA
113,2,Spleen,16.8,TPM,"  5",HPA
114,2,"Heart muscle",13.0,TPM,"  4",HPA
115,2,"Skeletal muscle",33.9,TPM,"  5",HPA
116,2,"Smooth muscle",26.0,TPM,"  3",HPA
117,2,Lung,19.8,TPM,"  9",HPA
118,2,Liver,11.0,TPM," 10",HPA
119,2,Gallbladder,19.2,TPM,"  3",HPA
120,2,Pancreas," 4.2",TPM,"  2",HPA
121,2,"Salivary gland"," 8.9",TPM,"  3",HPA
122,2,Esophagus,18.7,TPM,"  3",HPA
123,2,Stomach,15.7,TPM,"  4",HPA
124,2,Duodenum,22.0,TPM,"  2",HPA
125,2,"Small intestine",19.7,TPM,"  4",HPA
126,2,Colon,17.5,TPM," 13",HPA
127,2,Rectum,15.7,TPM,"  4",HPA
128,2,Kidney,16.3,TPM,"  9",HPA
129,2,"Urinary bladder",15.2,TPM,"  2",HPA
130,2,Testis,20.1,TPM," 10",HPA
131,2,Prostate,26.1,TPM,"  9",HPA
132,2,Epididymis,17.5,TPM,"  1",HPA
133,2,"Seminal vesicle",28.7,TPM,"  3",HPA
134,2,"Fallopian tube",26.2,TPM,"  5",HPA
135,2,Breast,15.1,TPM,"  4",HPA
136,2,"Cervix, uterine",27.2,TPM,"  2",HPA
137,2,Endometrium,25.4,TPM,"  5",HPA
138,2,Ovary,20.5,TPM,"  3",HPA
139,2,Placenta,24.2,TPM,"  8",HPA
140,2,"Adipose tissue",30.1,TPM,"  5",HPA
141,2,Skin,28.9,TPM,"  3",HPA
142,2,"Pituitary gland",10.8,RPKM,103,GTEx
143,2,Hypothalamus," 6.1",RPKM," 96",GTEx
144,2,"Cerebral cortex"," 6.1",RPKM,222,GTEx
145,2,Hippocampus," 5.7",RPKM," 94",GTEx
146,2,Caudate," 5.8",RPKM,117,GTEx
147,2,Cerebellum," 6.7",RPKM,230,GTEx
148,2,"Thyroid gland"," 9.7",RPKM,323,GTEx
149,2,"Adrenal gland",13.5,RPKM,145,GTEx
150,2,Spleen," 7.8",RPKM,104,GTEx
151,2,"Heart muscle"," 6.2",RPKM,412,GTEx
152,2,"Skeletal muscle",13.8,RPKM,430,GTEx
153,2,Lung," 7.6",RPKM,320,GTEx
154,2,Liver," 8.6",RPKM,119,GTEx
155,2,Pancreas," 5.9",RPKM,171,GTEx
156,2,"Salivary gland"," 8.3",RPKM," 57",GTEx
157,2,Esophagus,11.5,RPKM,286,GTEx
158,2,Stomach," 9.5",RPKM,193,GTEx
159,2,"Small intestine"," 8.2",RPKM," 88",GTEx
160,2,Colon," 9.6",RPKM,345,GTEx
161,2,Kidney," 8.5",RPKM," 32",GTEx
162,2,"Urinary bladder",10.8,RPKM," 11",GTEx
163,2,Testis," 9.2",RPKM,172,GTEx
164,2,Prostate,10.6,RPKM,106,GTEx
165,2,"Fallopian tube",10.3,RPKM,"  6",GTEx
166,2,Breast," 9.4",RPKM,214,GTEx
167,2,Vagina," 8.9",RPKM," 96",GTEx
168,2,"Cervix, uterine",10.0,RPKM," 11",GTEx
169,2,Endometrium,11.1,RPKM," 14",GTEx
170,2,Ovary," 9.1",RPKM," 97",GTEx
171,2,"Adipose tissue"," 9.4",RPKM,577,GTEx
172,2,Skin,12.9,RPKM,607,GTEx
173,2,Brain,23.7,"Tags Per Million","  1",FANTOM5
174,2,"Pituitary gland",48.9,"Tags Per Million","  1",FANTOM5
175,2,Hippocampus,34.3,"Tags Per Million","  2",FANTOM5
176,2,Caudate,35.3,"Tags Per Million","  1",FANTOM5
177,2,Cerebellum,30.5,"Tags Per Million","  2",FANTOM5
178,2,Retina,34.4,"Tags Per Million","  1",FANTOM5
179,2,"Thyroid gland",36.5,"Tags Per Million","  1",FANTOM5
180,2,Appendix,19.0,"Tags Per Million","  1",FANTOM5
181,2,"Lymph node",10.4,"Tags Per Million","  1",FANTOM5
182,2,Tonsil,23.5,"Tags Per Million","  1",FANTOM5
183,2,Spleen,15.6,"Tags Per Million","  1",FANTOM5
184,2,Thymus,14.8,"Tags Per Million","  1",FANTOM5
185,2,"Heart muscle",25.4,"Tags Per Million","  2",FANTOM5
186,2,"Skeletal muscle",54.2,"Tags Per Million","  2",FANTOM5
187,2,"Smooth muscle",17.8,"Tags Per Million","  1",FANTOM5
188,2,Lung,16.4,"Tags Per Million","  2",FANTOM5
189,2,Liver,59.6,"Tags Per Million","  1",FANTOM5
190,2,Gallbladder,26.5,"Tags Per Million","  1",FANTOM5
191,2,Pancreas,21.6,"Tags Per Million","  1",FANTOM5
192,2,"Salivary gland",32.0,"Tags Per Million","  1",FANTOM5
193,2,Esophagus,26.2,"Tags Per Million","  1",FANTOM5
194,2,"Small intestine",37.1,"Tags Per Million","  1",FANTOM5
195,2,Colon,31.1,"Tags Per Million","  1",FANTOM5
196,2,Kidney,27.9,"Tags Per Million","  1",FANTOM5
197,2,"Urinary bladder",21.6,"Tags Per Million","  1",FANTOM5
198,2,Testis,37.5,"Tags Per Million","  2",FANTOM5
199,2,Prostate,28.2,"Tags Per Million","  1",FANTOM5
200,2,Epididymis,19.8,"Tags Per Million","  1",FANTOM5
201,2,"Seminal vesicle",28.0,"Tags Per Million","  1",FANTOM5
202,2,Breast,15.7,"Tags Per Million","  1",FANTOM5
203,2,Vagina,46.5,"Tags Per Million","  1",FANTOM5
204,2,"Cervix, uterine",27.9,"Tags Per Million","  1",FANTOM5
205,2,Endometrium,27.4,"Tags Per Million","  1",FANTOM5
206,2,Ovary,23.9,"Tags Per Million","  1",FANTOM5
207,2,Placenta,42.8,"Tags Per Million","  1",FANTOM5
208,2,"Adipose tissue",24.5,"Tags Per Million","  1",FANTOM5
209,3,"Cerebral cortex"," 16.3",TPM,"  3",HPA
210,3,"Thyroid gland"," 14.5",TPM,"  5",HPA
211,3,"Parathyroid gland"," 27.0",TPM,"  1",HPA
212,3,"Adrenal gland"," 13.9",TPM,"  3",HPA
213,3,Appendix,"  8.9",TPM,"  3",HPA
214,3,"Bone marrow","  7.4",TPM,"  4",HPA
215,3,"Lymph node","  9.2",TPM,"  5",HPA
216,3,Tonsil,"  7.5",TPM,"  5",HPA
217,3,Spleen," 12.6",TPM,"  5",HPA
218,3,"Heart muscle","  4.4",TPM,"  4",HPA
219,3,"Skeletal muscle","  2.8",TPM,"  5",HPA
220,3,"Smooth muscle"," 13.1",TPM,"  3",HPA
221,3,Lung," 11.5",TPM,"  9",HPA
222,3,Liver,"  3.4",TPM," 10",HPA
223,3,Gallbladder," 10.0",TPM,"  3",HPA
224,3,Pancreas,"  1.4",TPM,"  2",HPA
225,3,"Salivary gland","  4.0",TPM,"  3",HPA
226,3,Esophagus,"  8.0",TPM,"  3",HPA
227,3,Stomach,"  7.8",TPM,"  4",HPA
228,3,Duodenum," 10.1",TPM,"  2",HPA
229,3,"Small intestine"," 10.1",TPM,"  4",HPA
230,3,Colon,"  8.1",TPM," 13",HPA
231,3,Rectum,"  7.7",TPM,"  4",HPA
232,3,Kidney,"  6.9",TPM,"  9",HPA
233,3,"Urinary bladder","  8.1",TPM,"  2",HPA
234,3,Testis," 14.6",TPM," 10",HPA
235,3,Prostate," 11.8",TPM,"  9",HPA
236,3,Epididymis,"  7.1",TPM,"  1",HPA
237,3,"Seminal vesicle"," 10.7",TPM,"  3",HPA
238,3,"Fallopian tube"," 14.7",TPM,"  5",HPA
239,3,Breast,"  8.9",TPM,"  4",HPA
240,3,"Cervix, uterine"," 12.2",TPM,"  2",HPA
241,3,Endometrium," 14.9",TPM,"  5",HPA
242,3,Ovary," 13.1",TPM,"  3",HPA
243,3,Placenta," 10.9",TPM,"  8",HPA
244,3,"Adipose tissue","  8.0",TPM,"  5",HPA
245,3,Skin," 11.6",TPM,"  3",HPA
246,3,"Pituitary gland","  4.8",RPKM,103,GTEx
247,3,Hypothalamus,"  2.6",RPKM," 96",GTEx
248,3,"Cerebral cortex","  4.2",RPKM,222,GTEx
249,3,Hippocampus,"  2.6",RPKM," 94",GTEx
250,3,Caudate,"  4.1",RPKM,117,GTEx
251,3,Cerebellum,"  6.0",RPKM,230,GTEx
252,3,"Thyroid gland","  5.2",RPKM,323,GTEx
253,3,"Adrenal gland","  7.3",RPKM,145,GTEx
254,3,Spleen,"  5.0",RPKM,104,GTEx
255,3,"Heart muscle","  2.2",RPKM,412,GTEx
256,3,"Skeletal muscle","  2.9",RPKM,430,GTEx
257,3,Lung,"  4.3",RPKM,320,GTEx
258,3,Liver,"  2.0",RPKM,119,GTEx
259,3,Pancreas,"  2.1",RPKM,171,GTEx
260,3,"Salivary gland","  4.5",RPKM," 57",GTEx
261,3,Esophagus,"  4.0",RPKM,286,GTEx
262,3,Stomach,"  4.0",RPKM,193,GTEx
263,3,"Small intestine","  4.5",RPKM," 88",GTEx
264,3,Colon,"  4.5",RPKM,345,GTEx
265,3,Kidney,"  3.7",RPKM," 32",GTEx
266,3,"Urinary bladder","  5.3",RPKM," 11",GTEx
267,3,Testis,"  7.4",RPKM,172,GTEx
268,3,Prostate,"  5.1",RPKM,106,GTEx
269,3,"Fallopian tube","  4.8",RPKM,"  6",GTEx
270,3,Breast,"  5.3",RPKM,214,GTEx
271,3,Vagina,"  4.8",RPKM," 96",GTEx
272,3,"Cervix, uterine","  5.4",RPKM," 11",GTEx
273,3,Endometrium,"  6.0",RPKM," 14",GTEx
274,3,Ovary,"  5.7",RPKM," 97",GTEx
275,3,"Adipose tissue","  4.3",RPKM,577,GTEx
276,3,Skin,"  6.8",RPKM,607,GTEx
277,3,Brain," 44.4","Tags Per Million","  1",FANTOM5
278,3,"Pituitary gland",140.7,"Tags Per Million","  1",FANTOM5
279,3,Hippocampus," 56.0","Tags Per Million","  2",FANTOM5
280,3,Caudate," 63.2","Tags Per Million","  1",FANTOM5
281,3,Cerebellum,104.3,"Tags Per Million","  2",FANTOM5
282,3,Retina," 78.1","Tags Per Million","  1",FANTOM5
283,3,"Thyroid gland"," 41.6","Tags Per Million","  1",FANTOM5
284,3,Appendix," 72.5","Tags Per Million","  1",FANTOM5
285,3,"Lymph node"," 35.9","Tags Per Million","  1",FANTOM5
286,3,Tonsil," 67.6","Tags Per Million","  1",FANTOM5
287,3,Spleen," 34.8","Tags Per Million","  1",FANTOM5
288,3,Thymus," 84.7","Tags Per Million","  1",FANTOM5
289,3,"Heart muscle"," 15.1","Tags Per Million","  2",FANTOM5
290,3,"Skeletal muscle"," 32.1","Tags Per Million","  2",FANTOM5
291,3,"Smooth muscle"," 40.3","Tags Per Million","  1",FANTOM5
292,3,Lung," 42.2","Tags Per Million","  2",FANTOM5
293,3,Liver," 19.2","Tags Per Million","  1",FANTOM5
294,3,Gallbladder," 47.5","Tags Per Million","  1",FANTOM5
295,3,Pancreas," 38.5","Tags Per Million","  1",FANTOM5
296,3,"Salivary gland"," 53.7","Tags Per Million","  1",FANTOM5
297,3,Esophagus," 25.2","Tags Per Million","  1",FANTOM5
298,3,"Small intestine"," 55.6","Tags Per Million","  1",FANTOM5
299,3,Colon," 46.0","Tags Per Million","  1",FANTOM5
300,3,Kidney," 32.6","Tags Per Million","  1",FANTOM5
301,3,"Urinary bladder"," 33.1","Tags Per Million","  1",FANTOM5
302,3,Testis," 63.0","Tags Per Million","  2",FANTOM5
303,3,Prostate," 33.0","Tags Per Million","  1",FANTOM5
304,3,Epididymis," 48.9","Tags Per Million","  1",FANTOM5
305,3,"Seminal vesicle"," 65.6","Tags Per Million","  1",FANTOM5
306,3,Breast," 46.7","Tags Per Million","  1",FANTOM5
307,3,Vagina," 38.7","Tags Per Million","  1",FANTOM5
308,3,"Cervix, uterine"," 54.0","Tags Per Million","  1",FANTOM5
309,3,Endometrium," 70.4","Tags Per Million","  1",FANTOM5
310,3,Ovary," 37.2","Tags Per Million","  1",FANTOM5
311,3,Placenta," 50.2","Tags Per Million","  1",FANTOM5
312,3,"Adipose tissue"," 37.5","Tags Per Million","  1",FANTOM5
313,4,"Cerebral cortex"," 6.9",TPM,"  3",HPA
314,4,"Thyroid gland",12.1,TPM,"  5",HPA
315,4,"Parathyroid gland",22.2,TPM,"  1",HPA
316,4,"Adrenal gland"," 7.1",TPM,"  3",HPA
317,4,Appendix," 5.5",TPM,"  3",HPA
318,4,"Bone marrow"," 3.8",TPM,"  4",HPA
319,4,"Lymph node"," 4.2",TPM,"  5",HPA
320,4,Tonsil," 3.9",TPM,"  5",HPA
321,4,Spleen," 6.1",TPM,"  5",HPA
322,4,"Heart muscle"," 3.2",TPM,"  4",HPA
323,4,"Skeletal muscle"," 2.5",TPM,"  5",HPA
324,4,"Smooth muscle"," 8.2",TPM,"  3",HPA
325,4,Lung," 5.6",TPM,"  9",HPA
326,4,Liver," 3.4",TPM," 10",HPA
327,4,Gallbladder," 7.1",TPM,"  3",HPA
328,4,Pancreas," 0.7",TPM,"  2",HPA
329,4,"Salivary gland"," 1.7",TPM,"  3",HPA
330,4,Esophagus," 4.4",TPM,"  3",HPA
331,4,Stomach," 4.2",TPM,"  4",HPA
332,4,Duodenum," 3.4",TPM,"  2",HPA
333,4,"Small intestine"," 3.8",TPM,"  4",HPA
334,4,Colon," 5.6",TPM," 13",HPA
335,4,Rectum," 6.8",TPM,"  4",HPA
336,4,Kidney," 6.0",TPM,"  9",HPA
337,4,"Urinary bladder"," 5.7",TPM,"  2",HPA
338,4,Testis,19.0,TPM," 10",HPA
339,4,Prostate," 9.2",TPM,"  9",HPA
340,4,Epididymis," 9.6",TPM,"  1",HPA
341,4,"Seminal vesicle"," 7.8",TPM,"  3",HPA
342,4,"Fallopian tube"," 6.9",TPM,"  5",HPA
343,4,Breast," 8.9",TPM,"  4",HPA
344,4,"Cervix, uterine"," 5.2",TPM,"  2",HPA
345,4,Endometrium," 7.9",TPM,"  5",HPA
346,4,Ovary," 4.1",TPM,"  3",HPA
347,4,Placenta," 6.8",TPM,"  8",HPA
348,4,"Adipose tissue"," 4.5",TPM,"  5",HPA
349,4,Skin," 8.1",TPM,"  3",HPA
350,4,"Pituitary gland"," 1.3",RPKM,103,GTEx
351,4,Hypothalamus," 0.7",RPKM," 96",GTEx
352,4,"Cerebral cortex"," 0.8",RPKM,222,GTEx
353,4,Hippocampus," 0.7",RPKM," 94",GTEx
354,4,Caudate," 0.7",RPKM,117,GTEx
355,4,Cerebellum," 0.6",RPKM,230,GTEx
356,4,"Thyroid gland"," 1.2",RPKM,323,GTEx
357,4,"Adrenal gland"," 1.0",RPKM,145,GTEx
358,4,Spleen," 0.9",RPKM,104,GTEx
359,4,"Heart muscle"," 0.6",RPKM,412,GTEx
360,4,"Skeletal muscle"," 0.6",RPKM,430,GTEx
361,4,Lung," 1.0",RPKM,320,GTEx
362,4,Liver," 0.6",RPKM,119,GTEx
363,4,Pancreas," 0.7",RPKM,171,GTEx
364,4,"Salivary gland"," 0.9",RPKM," 57",GTEx
365,4,Esophagus," 1.1",RPKM,286,GTEx
366,4,Stomach," 0.7",RPKM,193,GTEx
367,4,"Small intestine"," 0.8",RPKM," 88",GTEx
368,4,Colon," 1.0",RPKM,345,GTEx
369,4,Kidney," 0.9",RPKM," 32",GTEx
370,4,"Urinary bladder"," 1.2",RPKM," 11",GTEx
371,4,Testis," 2.8",RPKM,172,GTEx
372,4,Prostate," 1.1",RPKM,106,GTEx
373,4,"Fallopian tube"," 0.9",RPKM,"  6",GTEx
374,4,Breast," 1.2",RPKM,214,GTEx
375,4,Vagina," 1.1",RPKM," 96",GTEx
376,4,"Cervix, uterine"," 1.0",RPKM," 11",GTEx
377,4,Endometrium," 1.2",RPKM," 14",GTEx
378,4,Ovary," 0.8",RPKM," 97",GTEx
379,4,"Adipose tissue"," 1.0",RPKM,577,GTEx
380,4,Skin," 1.4",RPKM,607,GTEx
381,4,Brain," 8.5","Tags Per Million","  1",FANTOM5
382,4,"Pituitary gland",23.4,"Tags Per Million","  1",FANTOM5
383,4,Hippocampus," 9.7","Tags Per Million","  2",FANTOM5
384,4,Caudate,11.2,"Tags Per Million","  1",FANTOM5
385,4,Cerebellum,19.5,"Tags Per Million","  2",FANTOM5
386,4,Retina,19.3,"Tags Per Million","  1",FANTOM5
387,4,"Thyroid gland",12.8,"Tags Per Million","  1",FANTOM5
388,4,Appendix," 7.7","Tags Per Million","  1",FANTOM5
389,4,"Lymph node"," 8.0","Tags Per Million","  1",FANTOM5
390,4,Tonsil,14.8,"Tags Per Million","  1",FANTOM5
391,4,Spleen," 5.3","Tags Per Million","  1",FANTOM5
392,4,Thymus,29.4,"Tags Per Million","  1",FANTOM5
393,4,"Heart muscle"," 4.2","Tags Per Million","  2",FANTOM5
394,4,"Skeletal muscle"," 5.4","Tags Per Million","  2",FANTOM5
395,4,"Smooth muscle"," 8.0","Tags Per Million","  1",FANTOM5
396,4,Lung," 8.9","Tags Per Million","  2",FANTOM5
397,4,Liver," 2.7","Tags Per Million","  1",FANTOM5
398,4,Gallbladder," 7.4","Tags Per Million","  1",FANTOM5
399,4,Pancreas,10.3,"Tags Per Million","  1",FANTOM5
400,4,"Salivary gland",10.2,"Tags Per Million","  1",FANTOM5
401,4,Esophagus," 6.9","Tags Per Million","  1",FANTOM5
402,4,"Small intestine"," 8.4","Tags Per Million","  1",FANTOM5
403,4,Colon,11.1,"Tags Per Million","  1",FANTOM5
404,4,Kidney," 8.9","Tags Per Million","  1",FANTOM5
405,4,"Urinary bladder"," 5.6","Tags Per Million","  1",FANTOM5
406,4,Testis,36.0,"Tags Per Million","  2",FANTOM5
407,4,Prostate," 9.7","Tags Per Million","  1",FANTOM5
408,4,Epididymis,17.5,"Tags Per Million","  1",FANTOM5
409,4,"Seminal vesicle",11.6,"Tags Per Million","  1",FANTOM5
410,4,Breast," 2.5","Tags Per Million","  1",FANTOM5
411,4,Vagina," 5.1","Tags Per Million","  1",FANTOM5
412,4,"Cervix, uterine",11.0,"Tags Per Million","  1",FANTOM5
413,4,Endometrium,18.7,"Tags Per Million","  1",FANTOM5
414,4,Ovary," 6.2","Tags Per Million","  1",FANTOM5
415,4,Placenta," 9.0","Tags Per Million","  1",FANTOM5
416,4,"Adipose tissue"," 7.9","Tags Per Million","  1",FANTOM5
417,5,"Cerebral cortex",39.1,TPM,"  3",HPA
418,5,"Thyroid gland",42.0,TPM,"  5",HPA
419,5,"Parathyroid gland",38.7,TPM,"  1",HPA
420,5,"Adrenal gland",35.6,TPM,"  3",HPA
421,5,Appendix,29.0,TPM,"  3",HPA
422,5,"Bone marrow",15.0,TPM,"  4",HPA
423,5,"Lymph node",27.2,TPM,"  5",HPA
424,5,Tonsil,20.0,TPM,"  5",HPA
425,5,Spleen,28.7,TPM,"  5",HPA
426,5,"Heart muscle",12.3,TPM,"  4",HPA
427,5,"Skeletal muscle",10.2,TPM,"  5",HPA
428,5,"Smooth muscle",31.2,TPM,"  3",HPA
429,5,Lung,30.3,TPM,"  9",HPA
430,5,Liver,16.3,TPM," 10",HPA
431,5,Gallbladder,43.7,TPM,"  3",HPA
432,5,Pancreas," 7.1",TPM,"  2",HPA
433,5,"Salivary gland",16.4,TPM,"  3",HPA
434,5,Esophagus,28.8,TPM,"  3",HPA
435,5,Stomach,25.8,TPM,"  4",HPA
436,5,Duodenum,19.7,TPM,"  2",HPA
437,5,"Small intestine",21.2,TPM,"  4",HPA
438,5,Colon,21.5,TPM," 13",HPA
439,5,Rectum,19.3,TPM,"  4",HPA
440,5,Kidney,19.6,TPM,"  9",HPA
441,5,"Urinary bladder",31.5,TPM,"  2",HPA
442,5,Testis,42.8,TPM," 10",HPA
443,5,Prostate,36.9,TPM,"  9",HPA
444,5,Epididymis,42.1,TPM,"  1",HPA
445,5,"Seminal vesicle",27.1,TPM,"  3",HPA
446,5,"Fallopian tube",35.4,TPM,"  5",HPA
447,5,Breast,29.1,TPM,"  4",HPA
448,5,"Cervix, uterine",29.9,TPM,"  2",HPA
449,5,Endometrium,27.9,TPM,"  5",HPA
450,5,Ovary,22.4,TPM,"  3",HPA
451,5,Placenta,29.0,TPM,"  8",HPA
452,5,"Adipose tissue",27.8,TPM,"  5",HPA
453,5,Skin,32.5,TPM,"  3",HPA
454,5,"Pituitary gland"," 8.2",RPKM,103,GTEx
455,5,Hypothalamus," 4.3",RPKM," 96",GTEx
456,5,"Cerebral cortex"," 6.0",RPKM,222,GTEx
457,5,Hippocampus," 3.9",RPKM," 94",GTEx
458,5,Caudate," 4.7",RPKM,117,GTEx
459,5,Cerebellum," 5.1",RPKM,230,GTEx
460,5,"Thyroid gland"," 8.0",RPKM,323,GTEx
461,5,"Adrenal gland"," 7.6",RPKM,145,GTEx
462,5,Spleen," 8.9",RPKM,104,GTEx
463,5,"Heart muscle"," 4.7",RPKM,412,GTEx
464,5,"Skeletal muscle"," 5.3",RPKM,430,GTEx
465,5,Lung," 8.9",RPKM,320,GTEx
466,5,Liver," 4.7",RPKM,119,GTEx
467,5,Pancreas," 4.8",RPKM,171,GTEx
468,5,"Salivary gland"," 9.5",RPKM," 57",GTEx
469,5,Esophagus," 7.5",RPKM,286,GTEx
470,5,Stomach," 9.6",RPKM,193,GTEx
471,5,"Small intestine"," 6.7",RPKM," 88",GTEx
472,5,Colon," 7.1",RPKM,345,GTEx
473,5,Kidney," 7.3",RPKM," 32",GTEx
